313,ASX:SFY,,,False,False,False,False,False,False
314,ASX:HMC,247,Real Estate,False,False,False,False,False,False
315,ASX:DJW,165,Financials,False,False,False,False,False,False
316,ASX:API,146,Health Care,False,False,False,False,True,True
317,ASX:JMS,12,Materials,False,False,False,False,True,True
318,ASX:JLG,36,Industrials,False,False,False,False,False,True
319,ASX:PAR,146,Health Care,False,False,False,False,False,True
320,ASX:AKP,79,Consumer Discretionary,False,False,False,False,False,True
321,ASX:IAA,,,False,False,False,False,False,False
322,ASX:MVP,146,Health Care,False,False,False,False,False,True
323,ASX:CMM,12,Materials,False,False,False,False,False,False
324,ASX:IEU,,,False,False,False,False,False,False
325,ASX:OPC,216,Communication Services,False,False,False,False,False,False
326,ASX:MAH,12,Materials,False,False,False,False,True,True
327,ASX:ALK,12,Materials,False,False,False,False,False,False
328,ASX:VIF,,,False,False,False,False,False,False
329,ASX:OPH,,,False,False,False,False,False,False
330,ASX:TPW,79,Consumer Discretionary,False,False,False,False,False,False
331,ASX:APL,165,Financials,False,False,False,False,False,False
332,ASX:EQT,165,Financials,False,False,False,False,False,True
333,ASX:DEG,12,Materials,False,False,False,False,False,False
334,ASX:UWL,216,Communication Services,False,False,False,False,False,False
335,ASX:CCX,79,Consumer Discretionary,False,False,False,False,False,True
336,ASX:MOE,165,Financials,False,False,False,False,False,True
337,ASX:VG8,,,False,False,False,False,False,False
338,ASX:SLF,,,False,False,False,False,False,False
339,ASX:REG,146,Health Care,False,False,False,False,True,True
340,ASX:BGL,12,Materials,False,False,False,False,True,True
341,ASX:FGG,165,Financials,False,False,False,False,False,False
342,ASX:BWX,124,Consumer Staples,False,False,False,False,True,True
343,ASX:MNF,216,Communication Services,False,False,False,False,False,True
344,ASX:OCA,146,Health Care,False,False,False,False,False,False
345,ASX:NCK,79,Consumer Discretionary,False,False,False,False,True,True
346,ASX:PL8,165,Financials,False,False,False,False,False,False
347,ASX:SLC,216,Communication Services,False,False,False,False,True,True
348,ASX:ADI,247,Real Estate,False,False,False,False,True,True
349,ASX:VRL,216,Communication Services,False,False,False,False,True,True
350,ASX:IMD,12,Materials,False,False,False,False,True,True
351,ASX:SXL,216,Communication Services,False,False,False,True,True,True
352,ASX:WGB,,,False,False,False,False,False,False
353,ASX:WHF,165,Financials,False,False,False,False,False,False
354,ASX:HPI,247,Real Estate,False,False,False,False,True,True
355,ASX:AMA,36,Industrials,False,False,False,False,True,True
356,ASX:SGF,36,Industrials,False,False,False,False,True,True
357,ASX:PGG,,,False,False,False,False,False,False
358,ASX:RDC,79,Consumer Discretionary,False,False,False,False,True,True
359,ASX:PWH,79,Consumer Discretionary,False,False,False,False,False,True
360,ASX:AD8,193,Information Technology,False,False,False,False,True,True
361,ASX:EHE,146,Health Care,False,False,False,True,True,True
362,ASX:TBR,12,Materials,False,False,False,False,False,True
363,ASX:NEW,234,Utilities,False,False,False,False,False,True
364,ASX:PWG,165,Financials,False,False,False,False,False,False
365,ASX:FXL,165,Financials,False,False,False,False,True,True
366,ASX:AFP,146,Health Care,False,False,False,False,False,False
367,ASX:SPL,146,Health Care,False,False,False,False,True,True
368,ASX:EHL,36,Industrials,False,False,False,False,True,True
369,ASX:CWP,247,Real Estate,False,False,False,False,True,True
370,ASX:EOF,146,Health Care,False,False,False,False,False,False
371,ASX:FGX,165,Financials,False,False,False,False,False,False
372,ASX:PMC,165,Financials,False,False,False,False,False,False
373,ASX:PAI,165,Financials,False,False,False,False,False,False
374,ASX:TLX,146,Health Care,False,False,False,False,False,False
375,ASX:PCI,,,False,False,False,False,False,False
376,ASX:DFM,124,Consumer Staples,False,False,False,False,False,False
377,ASX:CLV,12,Materials,False,False,False,False,False,True
378,ASX:BFG,165,Financials,False,False,False,False,False,True
379,ASX:GCI,,,False,False,False,False,False,False
380,ASX:PPC,247,Real Estate,False,False,False,False,False,True
381,ASX:MIR,165,Financials,False,False,False,False,False,False
382,ASX:CVN,1,Energy,False,False,False,False,True,True
383,ASX:FSF,124,Consumer Staples,False,False,False,False,False,False
384,ASX:IVE,,,False,False,False,False,False,False
385,ASX:LME,193,Information Technology,False,False,False,False,False,False
386,ASX:BBN,79,Consumer Discretionary,False,False,False,False,True,True
387,ASX:MYS,165,Financials,False,False,False,False,True,True
388,ASX:VHT,146,Health Care,False,False,False,False,False,True
389,ASX:LEG,12,Materials,False,False,False,False,False,False
390,ASX:PPK,36,Industrials,False,False,False,False,False,False
391,ASX:AOF,247,Real Estate,False,False,False,False,False,True
392,ASX:OFX,165,Financials,False,False,False,False,True,True
393,ASX:UOS,247,Real Estate,False,False,False,False,False,True
394,ASX:RMC,165,Financials,False,False,False,False,False,True
395,ASX:PET,36,Industrials,False,False,False,False,True,True
396,ASX:CHN,12,Materials,False,False,False,False,False,False
397,ASX:NTO,193,Information Technology,False,False,False,False,False,False
398,ASX:HT1,216,Communication Services,False,False,False,False,True,True
399,ASX:RHP,193,Information Technology,False,False,False,False,False,True
400,ASX:GXY,12,Materials,False,False,False,False,True,True
401,ASX:HUO,124,Consumer Staples,False,False,False,False,False,True
402,ASX:EGD,,,False,False,False,False,False,False
403,ASX:PGF,165,Financials,False,False,False,False,False,False
404,ASX:VGL,193,Information Technology,False,False,False,False,False,False
405,ASX:KAR,1,Energy,False,False,False,False,True,True
406,ASX:QRI,247,Real Estate,False,False,False,False,False,False
407,ASX:ALI,165,Financials,False,False,False,False,False,False
408,ASX:SGL,124,Consumer Staples,False,False,False,False,False,False
409,ASX:STX,1,Energy,False,False,False,False,False,True
410,ASX:AQR,247,Real Estate,False,False,False,False,False,True
411,ASX:PIC,,,False,False,False,False,False,False
