ifn, 2020-05-07, 0.52, 0.505, 0.53, 0.5, 1741860
mms, 2020-05-07, 7.12, 7.01, 7.29, 6.91, 415795
iaa, 2020-05-07, 92.18, 91.73, 92.19, 91.05, 11894
ieu, 2020-05-07, 56.17, 56.49, 56.86, 56.17, 20493
mvp, 2020-05-07, 7.6, 7.49, 7.69, 7.31, 167019
hmc, 2020-05-07, 2.68, 2.79, 2.87, 2.62, 176707
jlg, 2020-05-07, 2.24, 2.2, 2.24, 2.13, 575046
bub, 2020-05-07, 0.96, 0.99, 1.007, 0.96, 10940845
opc, 2020-05-07, 4.55, 4.46, 4.55, 4.41, 594245
apl, 2020-05-07, 0.935, 0.94, 0.94, 0.93, 618982
vif, 2020-05-07, 51.89, 51.8, 51.89, 51.75, 16919
aqg, 2020-05-07, 8.25, 8.5, 8.575, 8.19, 512702
vg8, 2020-05-07, 2.12, 2.12, 2.12, 2.1, 251112
mah, 2020-05-07, 0.22, 0.215, 0.222, 0.21, 1709661
oph, 2020-05-07, 2.29, 2.29, 2.29, 2.27, 77559
pls, 2020-05-07, 0.2, 0.2, 0.21, 0.2, 3887026
slf, 2020-05-07, 9.79, 9.72, 9.92, 9.72, 181436
bwx, 2020-05-07, 3.65, 3.7, 3.71, 3.575, 234548
uwl, 2020-05-07, 1.47, 1.445, 1.5, 1.4, 358756
alk, 2020-05-07, 0.735, 0.74, 0.75, 0.72, 1780000
fgg, 2020-05-07, 1.105, 1.105, 1.11, 1.105, 87681
reg, 2020-05-07, 1.485, 1.52, 1.56, 1.43, 789504
pl8, 2020-05-07, 0.99, 0.99, 1.005, 0.99, 189088
oca, 2020-05-07, 0.68, 0.68, 0.68, 0.68, 1888
eqt, 2020-05-07, 20.8, 20.7, 20.95, 20.7, 7055
ccx, 2020-05-07, 2.19, 2.15, 2.19, 2.13, 268037
cmm, 2020-05-07, 1.31, 1.26, 1.33, 1.26, 203597
leg, 2020-05-07, 0.175, 0.17, 0.18, 0.17, 924157
mnf, 2020-05-07, 4.95, 4.82, 4.95, 4.78, 218409
par, 2020-05-07, 2.19, 2.4, 2.4, 2.06, 3611737
akp, 2020-05-07, 14.8, 15, 15, 14.8, 20706
adi, 2020-05-07, 2.11, 2.07, 2.11, 2.06, 123982
whf, 2020-05-07, 4.45, 4.39, 4.45, 4.39, 20569
wgb, 2020-05-07, 1.905, 1.915, 1.93, 1.9, 185151
deg, 2020-05-07, 0.355, 0.36, 0.365, 0.35, 4829245
tpw, 2020-05-07, 3.75, 3.81, 3.94, 3.68, 3001933
ad8, 2020-05-07, 5.99, 5.94, 6.25, 5.81, 329700
hpi, 2020-05-07, 2.5, 2.49, 2.55, 2.48, 103117
pgg, 2020-05-07, 1.44, 1.435, 1.44, 1.42, 211913
bgl, 2020-05-07, 0.61, 0.59, 0.61, 0.587, 1641142
imd, 2020-05-07, 1.01, 1.045, 1.06, 0.99, 619416
ppc, 2020-05-07, 0.75, 0.715, 0.75, 0.715, 2017522
ehe, 2020-05-07, 1.41, 1.435, 1.455, 1.385, 916434
ehl, 2020-05-07, 0.99, 1.035, 1.06, 0.985, 2217818
new, 2020-05-07, 1.05, 1.02, 1.05, 1.02, 216283
pci, 2020-05-07, 0.935, 0.945, 0.95, 0.935, 62381
spl, 2020-05-07, 0.985, 0.99, 1.02, 0.965, 573455
sgf, 2020-05-07, 1.315, 1.32, 1.39, 1.295, 162652
fxl, 2020-05-07, 0.89, 0.925, 0.96, 0.86, 3599155
vrl, 2020-05-07, 1.89, 1.95, 1.98, 1.86, 120275
fgx, 2020-05-07, 0.9, 0.9, 0.9, 0.9, 53171
moe, 2020-05-07, 2.52, 2.79, 2.87, 2.45, 379179
tbr, 2020-05-07, 7.09, 6.87, 7.09, 6.7, 2141
sxl, 2020-05-07, 0.13, 0.13, 0.135, 0.125, 21144077
