csl, 2020-05-06, 308.5, 306.78, 309.69, 304.32, 739544
cba, 2020-05-06, 60.5, 60.35, 60.7, 59.88, 2251545
bhp, 2020-05-06, 30.54, 30.41, 30.57, 30.1, 4317932
wbc, 2020-05-06, 16, 15.96, 16.06, 15.79, 9159865
nab, 2020-05-06, 16.81, 16.59, 16.87, 16.38, 13486052
anz, 2020-05-06, 16.34, 16.2, 16.35, 16.06, 6489286
wow, 2020-05-06, 35.02, 35.12, 35.29, 34.74, 2062787
wes, 2020-05-06, 36.63, 36.65, 36.89, 36.35, 1562522
tcl, 2020-05-06, 13.76, 13.6, 13.79, 13.425, 24737618
tls, 2020-05-06, 3.08, 3.06, 3.095, 3.05, 15885144
mqg, 2020-05-06, 100.2, 99.45, 100.39, 98.43, 868205
fmg, 2020-05-06, 11.1, 11.26, 11.3, 10.96, 8510252
rio, 2020-05-06, 82.65, 81.99, 82.9, 81.5, 1369640
gmg, 2020-05-06, 13.39, 13.6, 13.69, 13.27, 3531242
ncm, 2020-05-06, 28.49, 28.65, 29.23, 28.16, 8288178
wpl, 2020-05-06, 22.5, 21.95, 22.58, 21.745, 3314092
col, 2020-05-06, 15.4, 15.32, 15.45, 15.22, 3316717
bxb, 2020-05-06, 10.8, 10.9, 10.93, 10.61, 4224868
asx, 2020-05-06, 83.3, 83.47, 84.08, 82.6, 323429
all, 2020-05-06, 24.87, 24.57, 24.92, 24.42, 2783168
fph, 2020-05-06, 26.5, 26.95, 27.11, 26.45, 954192
rhc, 2020-05-06, 62.69, 62.57, 62.88, 61.65, 410633
a2m, 2020-05-06, 18.7, 18.54, 18.86, 18.53, 1736350
apa, 2020-05-06, 11.2, 11.31, 11.38, 11.08, 1815807
amc, 2020-05-06, 13.32, 13.43, 13.53, 13.14, 2506403
syd, 2020-05-06, 5.68, 5.52, 5.68, 5.52, 9915797
iag, 2020-05-06, 5.48, 5.38, 5.51, 5.335, 4238082
shl, 2020-05-06, 26.41, 26.02, 26.41, 25.86, 1218174
coh, 2020-05-06, 183.89, 182.01, 184.73, 179.84, 222326
rea, 2020-05-06, 87.35, 88.28, 89.23, 86.345, 210298
scg, 2020-05-06, 2.16, 2.13, 2.17, 2.09, 12397329
xro, 2020-05-06, 79, 79.19, 79.64, 77.53, 404485
qbe, 2020-05-06, 7.83, 7.68, 7.855, 7.68, 5905378
sun, 2020-05-06, 8.88, 8.7, 8.88, 8.61, 2662709
agl, 2020-05-06, 16.33, 16.48, 16.56, 16.28, 1887338
apt, 2020-05-06, 38.51, 39.8, 39.95, 38.51, 2881542
sto, 2020-05-06, 4.97, 4.85, 4.99, 4.79, 10403521
dxs, 2020-05-06, 8.96, 8.88, 8.99, 8.83, 3597014
org, 2020-05-06, 5.64, 5.57, 5.65, 5.49, 6045454
jhx, 2020-05-06, 21.21, 20.6, 21.36, 20.335, 2980033
nst, 2020-05-06, 12.92, 12.9, 13.14, 12.755, 2883069
mfg, 2020-05-06, 51.01, 52.38, 52.65, 50.17, 849200
s32, 2020-05-06, 1.87, 1.86, 1.885, 1.84, 9949467
evn, 2020-05-06, 5.25, 5.24, 5.32, 5.21, 11723791
azj, 2020-05-06, 4.63, 4.55, 4.78, 4.53, 4979832
mgr, 2020-05-06, 2.17, 2.18, 2.19, 2.135, 10972728
rmd, 2020-05-06, 24.5, 24.7, 24.8, 24.34, 1980096
aia, 2020-05-06, 5.59, 5.49, 5.59, 5.45, 497366
llc, 2020-05-06, 11.7, 11.68, 11.71, 11.29, 2849765
spk, 2020-05-06, 4.15, 4.23, 4.26, 4.15, 792269
gpt, 2020-05-06, 3.79, 3.87, 3.92, 3.79, 4681219
cim, 2020-05-06, 23.3, 23.38, 23.6, 22.99, 301597
mpl, 2020-05-06, 2.67, 2.76, 2.77, 2.66, 18259742
twe, 2020-05-06, 9.89, 9.85, 10.03, 9.68, 3117857
ast, 2020-05-06, 1.9, 1.915, 1.93, 1.885, 7697793
afi, 2020-05-06, 5.75, 5.76, 5.76, 5.7, 443741
ori, 2020-05-06, 17.01, 17.23, 17.6, 16.88, 1128484
tpm, 2020-05-06, 7.03, 7.33, 7.33, 7.03, 787223
sgp, 2020-05-06, 2.67, 2.67, 2.7, 2.6, 9454893
tah, 2020-05-06, 3.14, 3.15, 3.17, 3.085, 4151183
cpu, 2020-05-06, 11.69, 11.56, 11.76, 11.39, 1283398
cwn, 2020-05-06, 9.26, 9.3, 9.43, 9.19, 1174799
osh, 2020-05-06, 3.07, 2.95, 3.09, 2.91, 12374632
wtc, 2020-05-06, 19.49, 19.79, 19.93, 18.83, 1288017
ctx, 2020-05-06, 24.35, 24.3, 24.55, 23.97, 653286
ccl, 2020-05-06, 8.24, 8.48, 8.54, 8.23, 2768270
sek, 2020-05-06, 16.65, 17.17, 17.31, 16.58, 1654555
mcy, 2020-05-06, 4.31, 4.38, 4.38, 4.21, 2896
qan, 2020-05-06, 3.64, 3.5, 3.66, 3.5, 13057958
reh, 2020-05-06, 8.2, 8.11, 8.32, 8.06, 562826
mez, 2020-05-06, 4.24, 4.29, 4.29, 4.18, 22505
alx, 2020-05-06, 5.94, 5.85, 6.06, 5.78, 3236480
bsl, 2020-05-06, 10.15, 10.02, 10.25, 9.93, 1304676
arg, 2020-05-06, 7.14, 7.2, 7.2, 7.1, 113867
vcx, 2020-05-06, 1.37, 1.365, 1.375, 1.32, 15823400
dmp, 2020-05-06, 57.28, 56.97, 57.39, 56.42, 172063
amp, 2020-05-06, 1.4, 1.39, 1.405, 1.37, 4972127
sar, 2020-05-06, 4.39, 4.33, 4.48, 4.3, 4934968
vas, 2020-05-06, 68.56, 68.33, 68.57, 67.8, 237451
svw, 2020-05-06, 13.8, 14.23, 14.35, 13.8, 666109
alu, 2020-05-06, 35.1, 35.3, 35.63, 35.01, 540241
awc, 2020-05-06, 1.59, 1.585, 1.605, 1.565, 6959689
wor, 2020-05-06, 8.42, 8.55, 8.62, 8.25, 1878299
qub, 2020-05-06, 2.57, 2.55, 2.64, 2.53, 7132878
sol, 2020-05-06, 17.69, 17.97, 18.05, 17.65, 254881
iel, 2020-05-06, 15.2, 15, 15.28, 14.98, 681057
nxt, 2020-05-06, 9.4, 9.52, 9.59, 9.325, 3556893
jbh, 2020-05-06, 35.82, 35.1, 36.6, 34.57, 1178329
ann, 2020-05-06, 29.34, 29.54, 29.56, 29.055, 367192
cwy, 2020-05-06, 1.795, 1.83, 1.86, 1.785, 6594804
ipl, 2020-05-06, 2.28, 2.27, 2.32, 2.225, 2990625
ebo, 2020-05-06, 21.09, 20.98, 21.09, 20.98, 2533
hvn, 2020-05-06, 2.85, 2.9, 2.93, 2.8, 6831422
chc, 2020-05-06, 7.21, 7.21, 7.23, 7.04, 2153776
car, 2020-05-06, 13.74, 13.91, 13.94, 13.57, 740058
ski, 2020-05-06, 1.92, 1.955, 1.97, 1.92, 7924252
bld, 2020-05-06, 2.71, 2.66, 2.74, 2.64, 5693614
bpt, 2020-05-06, 1.5, 1.475, 1.51, 1.46, 15903183
stw, 2020-05-06, 50.11, 50.01, 50.13, 49.59, 125115
alq, 2020-05-06, 6.74, 6.75, 7, 6.66, 3657295
ben, 2020-05-06, 6.09, 6.01, 6.09, 5.94, 1962371
apx, 2020-05-06, 26.74, 28.94, 28.97, 26.6, 1407387
min, 2020-05-06, 16.51, 16.59, 16.87, 16.36, 578896
ilu, 2020-05-06, 7.28, 7.41, 7.44, 7.22, 1302458
ivv, 2020-05-06, 447.01, 447.38, 447.93, 444.64, 13217
tne, 2020-05-06, 9.63, 9.88, 9.91, 9.53, 1047385
ora, 2020-05-06, 2.49, 2.45, 2.51, 2.41, 4063578
cnu, 2020-05-06, 6.63, 6.69, 6.73, 6.61, 354989
yal, 2020-05-06, 2.2, 2.26, 2.42, 2.2, 67268
vea, 2020-05-06, 1.46, 1.45, 1.49, 1.415, 3269483
cgf, 2020-05-06, 4.59, 4.46, 4.59, 4.4, 2378895
fbu, 2020-05-06, 3.4, 3.36, 3.45, 3.33, 709639
ozl, 2020-05-06, 8.47, 8.55, 8.63, 8.47, 928581
ift, 2020-05-06, 4.3, 4.25, 4.35, 4.2, 6352
igo, 2020-05-06, 4.6, 4.68, 4.71, 4.59, 2189603
gne, 2020-05-06, 2.74, 2.75, 2.76, 2.73, 9766
pme, 2020-05-06, 26.13, 26.5, 26.55, 25.82, 272119
sdf, 2020-05-06, 3.03, 3.01, 3.09, 2.96, 2655570
mlt, 2020-05-06, 3.87, 3.86, 3.87, 3.82, 358322
mts, 2020-05-06, 2.43, 2.37, 2.44, 2.35, 5327069
sgr, 2020-05-06, 2.69, 2.68, 2.705, 2.63, 3116774
pmv, 2020-05-06, 15.37, 15.14, 15.52, 14.79, 361878
dow, 2020-05-06, 4.1, 4, 4.13, 3.99, 2786862
nec, 2020-05-06, 1.39, 1.39, 1.42, 1.377, 4248560
rrl, 2020-05-06, 4.7, 4.67, 4.73, 4.57, 4190904
brg, 2020-05-06, 17.3, 18.11, 18.42, 17.3, 331452
scp, 2020-05-06, 2.18, 2.2, 2.21, 2.15, 2359463
bwp, 2020-05-06, 3.6, 3.55, 3.6, 3.51, 1151528
